id,nose_y,nose_x,left_eye_y,left_eye_x,right_eye_y,right_eye_x,left_ear_y,left_ear_x,right_ear_y,right_ear_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,posture,location
1,0.309498071670532,0.417565494775772,0.263320624828339,0.467689752578735,0.252193629741669,0.363273322582245,0.344776719808578,0.521531164646149,0.332645833492279,0.291218340396881,0.801761329174042,0.654530465602875,0.796121895313263,0.149778693914413,0.960924088954926,0.75364077091217,0.987449526786804,0.0673899725079536,0.370785683393478,0.52173513174057,0.506520211696625,0.449901163578033,0.907248914241791,0.668848276138306,0.820437908172607,0.186702117323875,0.831342160701752,0.673022925853729,0.813650369644165,0.135512843728065,0.042986087501049,0.437581241130829,0.820337653160095,0.0602428168058395,normal,stream
2,0.299186110496521,0.399761915206909,0.244754686951637,0.448422431945801,0.242649659514427,0.339139699935913,0.345823436975479,0.502389371395111,0.357246845960617,0.254811018705368,0.807941794395447,0.638889670372009,0.804287314414978,0.147126823663712,0.549031019210815,0.700563132762909,0.302411496639252,0.0229333583265543,0.0589471347630024,0.439027279615402,0.058569859713316,0.421930313110352,0.94823694229126,0.664654612541199,0.998611152172089,0.239955678582191,0.863511085510254,0.683003127574921,0.863937556743622,0.148209005594254,0.0539741702377796,0.433546900749207,0.760554730892181,0.0310969054698944,normal,stream
3,0.300609260797501,0.399306386709213,0.245456680655479,0.448667764663696,0.242363944649696,0.33960947394371,0.344168305397034,0.503035306930542,0.346210837364197,0.257968604564667,0.807663440704346,0.638154923915863,0.803661942481995,0.14945213496685,0.547656059265137,0.698498368263245,0.293051987886429,0.0230768248438835,0.315559506416321,0.511146903038025,0.337685406208038,0.0237675290554762,0.906973421573639,0.664012432098389,0.993305683135986,0.223110646009445,0.860346794128418,0.66484671831131,0.84440815448761,0.146250814199448,0.0454198159277439,0.439442366361618,0.777346312999725,0.0365998037159443,normal,stream
4,0.286601185798645,0.400168180465698,0.238530024886131,0.449116557836533,0.235822111368179,0.342184334993362,0.341092735528946,0.505386054515839,0.344458758831024,0.260197818279266,0.814628005027771,0.636228144168854,0.788716614246368,0.165407076478004,0.266289949417114,0.538015425205231,0.29822039604187,0.0289498306810856,0.35490682721138,0.505847275257111,0.505810856819153,0.432439506053925,0.363580137491226,0.40448459982872,0.363805741071701,0.0336366854608059,0.843939602375031,0.663645625114441,0.824510753154755,0.151427924633026,0.0480232983827591,0.435393422842026,0.745909452438354,0.0557296089828014,normal,stream
5,0.276875197887421,0.398467272520065,0.223506450653076,0.447963029146194,0.224327594041824,0.344219774007797,0.335469126701355,0.509618401527405,0.341892391443253,0.264675170183182,0.806772887706757,0.635670006275177,0.784801661968231,0.165219232439995,0.527455568313599,0.696979224681854,0.304952383041382,0.027537576854229,0.350941717624664,0.506182789802551,0.505330920219421,0.431825369596481,0.923512399196625,0.659527242183685,0.993044316768646,0.191635563969612,0.8543661236763,0.667483270168304,0.82776015996933,0.0440107583999634,0.0541348494589329,0.436625152826309,0.750387668609619,0.0580553412437439,normal,stream
6,0.283549159765244,0.401271611452103,0.23451592028141,0.449495106935501,0.234476789832115,0.342977643013,0.340744256973267,0.508576631546021,0.353876948356628,0.262405544519424,0.816537439823151,0.6401447057724,0.78989851474762,0.162619978189468,0.304688453674316,0.0254502762109041,0.313429832458496,0.0145338717848063,0.0575386956334114,0.433593720197678,0.326223403215408,0.0252180155366659,0.986395537853241,0.571264028549194,0.998811721801758,0.242596864700317,0.856168389320374,0.669475436210632,0.82814085483551,0.0934022143483162,0.0515211969614029,0.436299920082092,0.782602787017822,0.0323329158127308,normal,stream
7,0.29981854557991,0.400636345148087,0.247167304158211,0.450853556394577,0.246156021952629,0.344988703727722,0.357673496007919,0.511795938014984,0.348383665084839,0.265647917985916,0.810163378715515,0.645762264728546,0.803571283817291,0.150265350937843,0.287747502326965,0.0214117337018251,0.303137451410294,0.0219209585338831,0.338793396949768,0.515062510967255,0.3399258852005,0.0215495806187391,0.390537589788437,0.406838476657867,0.99802303314209,0.240947738289833,0.842402577400208,0.663848876953125,0.84377920627594,0.149494543671608,0.0529816672205925,0.437372028827667,0.787763774394989,0.0414022840559483,normal,stream
8,0.288738012313843,0.400684773921967,0.243710726499557,0.450427681207657,0.244987621903419,0.344221621751785,0.355979144573212,0.508952975273132,0.348252236843109,0.267185777425766,0.815511643886566,0.639277398586273,0.802911162376404,0.155189886689186,0.289843440055847,0.02185333147645,0.300473719835281,0.0286051835864782,0.358012706041336,0.507164657115936,0.320354282855988,0.0239935759454966,0.360267132520676,0.40474945306778,0.366426944732666,0.0331840552389622,0.841401219367981,0.655537962913513,0.826166272163391,0.0953654199838638,0.0553152374923229,0.434819251298904,0.78139716386795,0.0341744609177113,normal,stream
9,0.287608653306961,0.405034840106964,0.242972373962402,0.455432236194611,0.243206530809402,0.347976535558701,0.344373822212219,0.512940526008606,0.344804316759109,0.273133397102356,0.812330007553101,0.647959470748901,0.787406504154205,0.163723304867744,0.289362668991089,0.0234231166541576,0.30256125330925,0.0272454489022493,0.3423832654953,0.518402516841888,0.321105092763901,0.0241915322840214,0.987904250621796,0.652553856372833,0.36827951669693,0.031845323741436,0.846915364265442,0.669942677021027,0.826088011264801,0.0885450094938278,0.0503182113170624,0.429682701826096,0.79543936252594,0.0314971543848515,normal,stream
10,0.283197551965714,0.401538819074631,0.236316338181496,0.449668616056442,0.238475158810616,0.344779819250107,0.343957394361496,0.5047567486763,0.347240954637527,0.269095748662949,0.804605841636658,0.641013562679291,0.794644832611084,0.156467109918594,0.960032761096954,0.714613795280457,0.291296869516373,0.0254858750849962,0.050823912024498,0.438587456941605,0.79197084903717,0.0336738415062428,0.36338347196579,0.409251779317856,0.995907843112946,0.222974166274071,0.85170704126358,0.667585909366608,0.826956808567047,0.0984277501702309,0.0453894510865211,0.436343818902969,0.780266404151917,0.0365272350609303,normal,stream
